pais_id,pais,año,mes,ccp,producto,distribución,unidad_med_distribución_id,unidad_med_distribución,consumo_per_cápita,uni_med_consumu_id,uni_med_consumo _per_capita
32,Argentina,2003,9,22120,Crema,2760.09,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2003,9,22222,Leche condensada,770.19,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2003,9,22241,Manteca,2865.64,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2003,9,22230,Yogur ,25248.13,t,Toneladas,0.67,kg,Kilogramos
32,Argentina,2003,9,22290,Postres lacteos y flanes,2082,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2003,10,22211,Leche en polvo entera ,8408.19,t,Toneladas,0.22,kg,Kilogramos
32,Argentina,2003,10,22212,Leche en polvo descremada,3637.97,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2003,10,22251,Quesos de baja humedad (pasta dura),5022.59,t,Toneladas,0.13,kg,Kilogramos
32,Argentina,2003,10,22251,Quesos de mediana humedad (pasta semidura),8877.65,t,Toneladas,0.23,kg,Kilogramos
32,Argentina,2003,10,22251,Quesos de alta humedad (pasta blanda),15976.27,t,Toneladas,0.42,kg,Kilogramos
32,Argentina,2003,10,22251,Queso fundido,498.77,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2003,10,22222,Dulce de leche,7476.64,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2003,10,22120,Crema,3248,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2003,10,22222,Leche condensada,524.04,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2003,10,22241,Manteca,2898.6,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2003,10,22230,Yogur ,29033.69,t,Toneladas,0.77,kg,Kilogramos
32,Argentina,2003,10,22290,Postres lacteos y flanes,2000,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2003,11,22211,Leche en polvo entera ,10205.95,t,Toneladas,0.27,kg,Kilogramos
32,Argentina,2003,11,22212,Leche en polvo descremada,1507.46,t,Toneladas,0.04,kg,Kilogramos
32,Argentina,2003,11,22251,Quesos de baja humedad (pasta dura),2519.83,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2003,11,22251,Quesos de mediana humedad (pasta semidura),8205.44,t,Toneladas,0.22,kg,Kilogramos
32,Argentina,2003,11,22251,Quesos de alta humedad (pasta blanda),13729.61,t,Toneladas,0.36,kg,Kilogramos
32,Argentina,2003,11,22251,Queso fundido,573.1,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2003,11,22222,Dulce de leche,7350.8,t,Toneladas,0.19,kg,Kilogramos
32,Argentina,2003,11,22120,Crema,1836.2,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2003,11,22222,Leche condensada,647.66,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2003,11,22241,Manteca,2751.23,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2003,11,22230,Yogur ,29635.34,t,Toneladas,0.78,kg,Kilogramos
32,Argentina,2003,11,22290,Postres lacteos y flanes,1860,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2003,12,22211,Leche en polvo entera ,29040.31,t,Toneladas,0.77,kg,Kilogramos
32,Argentina,2003,12,22212,Leche en polvo descremada,5494.71,t,Toneladas,0.15,kg,Kilogramos
32,Argentina,2003,12,22251,Quesos de baja humedad (pasta dura),18936.18,t,Toneladas,0.5,kg,Kilogramos
32,Argentina,2003,12,22251,Quesos de mediana humedad (pasta semidura),15149.24,t,Toneladas,0.4,kg,Kilogramos
32,Argentina,2003,12,22251,Quesos de alta humedad (pasta blanda),23889.45,t,Toneladas,0.63,kg,Kilogramos
32,Argentina,2003,12,22251,Queso fundido,1359.72,t,Toneladas,0.04,kg,Kilogramos
32,Argentina,2003,12,22222,Dulce de leche,12024.81,t,Toneladas,0.32,kg,Kilogramos
32,Argentina,2003,12,22120,Crema,4214.41,t,Toneladas,0.11,kg,Kilogramos
32,Argentina,2003,12,22222,Leche condensada,313.32,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2003,12,22241,Manteca,2494.39,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2003,12,22230,Yogur ,34603.07,t,Toneladas,0.91,kg,Kilogramos
32,Argentina,2003,12,22290,Postres lacteos y flanes,2204,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2004,1,22211,Leche en polvo entera ,7104,t,Toneladas,0.19,kg,Kilogramos
32,Argentina,2004,1,22212,Leche en polvo descremada,2470.8,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,1,22251,Quesos de baja humedad (pasta dura),3344.78,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,1,22251,Quesos de mediana humedad (pasta semidura),10156.55,t,Toneladas,0.27,kg,Kilogramos
32,Argentina,2004,1,22251,Quesos de alta humedad (pasta blanda),14779.71,t,Toneladas,0.39,kg,Kilogramos
32,Argentina,2004,1,22251,Queso fundido,583.01,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,1,22222,Dulce de leche,6692.56,t,Toneladas,0.18,kg,Kilogramos
32,Argentina,2004,1,22120,Crema,2585.72,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,1,22222,Leche condensada,392.9,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,1,22241,Manteca,2474.58,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,1,22230,Yogur ,31773.47,t,Toneladas,0.84,kg,Kilogramos
32,Argentina,2004,1,22290,Postres lacteos y flanes,1805,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2004,2,22211,Leche en polvo entera ,5627.48,t,Toneladas,0.15,kg,Kilogramos
32,Argentina,2004,2,22212,Leche en polvo descremada,1739.24,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2004,2,22251,Quesos de baja humedad (pasta dura),3012.14,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,2,22251,Quesos de mediana humedad (pasta semidura),7047.83,t,Toneladas,0.19,kg,Kilogramos
32,Argentina,2004,2,22251,Quesos de alta humedad (pasta blanda),14986.24,t,Toneladas,0.4,kg,Kilogramos
32,Argentina,2004,2,22251,Queso fundido,569.21,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,2,22222,Dulce de leche,8117.27,t,Toneladas,0.21,kg,Kilogramos
32,Argentina,2004,2,22120,Crema,2400.84,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2004,2,22222,Leche condensada,487.01,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,2,22241,Manteca,3650.47,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2004,2,22230,Yogur ,33537.21,t,Toneladas,0.88,kg,Kilogramos
32,Argentina,2004,2,22290,Postres lacteos y flanes,2204,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2004,3,22211,Leche en polvo entera ,3911.5,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2004,3,22212,Leche en polvo descremada,3190.6,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,3,22251,Quesos de baja humedad (pasta dura),3310.45,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,3,22251,Quesos de mediana humedad (pasta semidura),7429.18,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2004,3,22251,Quesos de alta humedad (pasta blanda),19288.32,t,Toneladas,0.51,kg,Kilogramos
32,Argentina,2004,3,22251,Queso fundido,677.98,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,3,22222,Dulce de leche,9650.6,t,Toneladas,0.25,kg,Kilogramos
32,Argentina,2004,3,22120,Crema,2658.23,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,3,22222,Leche condensada,637.02,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,3,22241,Manteca,2806.87,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,3,22230,Yogur ,31865.25,t,Toneladas,0.84,kg,Kilogramos
32,Argentina,2004,3,22290,Postres lacteos y flanes,2483,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,4,22211,Leche en polvo entera ,5983.85,t,Toneladas,0.16,kg,Kilogramos
32,Argentina,2004,4,22212,Leche en polvo descremada,2626.82,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,4,22251,Quesos de baja humedad (pasta dura),1821.9,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2004,4,22251,Quesos de mediana humedad (pasta semidura),7094.79,t,Toneladas,0.19,kg,Kilogramos
32,Argentina,2004,4,22251,Quesos de alta humedad (pasta blanda),15568.17,t,Toneladas,0.41,kg,Kilogramos
32,Argentina,2004,4,22251,Queso fundido,636.15,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,4,22222,Dulce de leche,9444.28,t,Toneladas,0.25,kg,Kilogramos
32,Argentina,2004,4,22120,Crema,2621.52,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,4,22222,Leche condensada,733.1,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,4,22241,Manteca,2841.19,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,4,22230,Yogur ,27603.03,t,Toneladas,0.73,kg,Kilogramos
32,Argentina,2004,4,22290,Postres lacteos y flanes,2561,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,5,22211,Leche en polvo entera ,13667.23,t,Toneladas,0.36,kg,Kilogramos
32,Argentina,2004,5,22212,Leche en polvo descremada,2657.71,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,5,22251,Quesos de baja humedad (pasta dura),2766.65,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,5,22251,Quesos de mediana humedad (pasta semidura),7461.18,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2004,5,22251,Quesos de alta humedad (pasta blanda),16570.5,t,Toneladas,0.44,kg,Kilogramos
32,Argentina,2004,5,22251,Queso fundido,484.44,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,5,22222,Dulce de leche,7496.54,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2004,5,22120,Crema,2517.97,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,5,22222,Leche condensada,782.09,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,5,22241,Manteca,3326.81,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,5,22230,Yogur ,20247.36,t,Toneladas,0.53,kg,Kilogramos
32,Argentina,2004,5,22290,Postres lacteos y flanes,2974,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,6,22211,Leche en polvo entera ,16189.39,t,Toneladas,0.43,kg,Kilogramos
32,Argentina,2004,6,22212,Leche en polvo descremada,3635.33,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2004,6,22251,Quesos de baja humedad (pasta dura),3180.94,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,6,22251,Quesos de mediana humedad (pasta semidura),6825.73,t,Toneladas,0.18,kg,Kilogramos
32,Argentina,2004,6,22251,Quesos de alta humedad (pasta blanda),16416.57,t,Toneladas,0.43,kg,Kilogramos
32,Argentina,2004,6,22251,Queso fundido,587.99,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,6,22222,Dulce de leche,11365.33,t,Toneladas,0.3,kg,Kilogramos
32,Argentina,2004,6,22120,Crema,2884.28,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,6,22222,Leche condensada,705.88,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,6,22241,Manteca,3311.56,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,6,22230,Yogur ,23683.52,t,Toneladas,0.62,kg,Kilogramos
32,Argentina,2004,6,22290,Postres lacteos y flanes,3159,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,7,22211,Leche en polvo entera ,11531,t,Toneladas,0.3,kg,Kilogramos
32,Argentina,2004,7,22212,Leche en polvo descremada,3603.99,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,7,22251,Quesos de baja humedad (pasta dura),3095.41,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,7,22251,Quesos de mediana humedad (pasta semidura),6928.98,t,Toneladas,0.18,kg,Kilogramos
32,Argentina,2004,7,22251,Quesos de alta humedad (pasta blanda),17024.8,t,Toneladas,0.45,kg,Kilogramos
32,Argentina,2004,7,22251,Queso fundido,636.37,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,7,22222,Dulce de leche,9449.86,t,Toneladas,0.25,kg,Kilogramos
32,Argentina,2004,7,22120,Crema,3066.87,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,7,22222,Leche condensada,746.48,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,7,22241,Manteca,3255.43,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,7,22230,Yogur ,26906.38,t,Toneladas,0.71,kg,Kilogramos
32,Argentina,2004,7,22290,Postres lacteos y flanes,3406,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,8,22211,Leche en polvo entera ,15243.61,t,Toneladas,0.4,kg,Kilogramos
32,Argentina,2004,8,22212,Leche en polvo descremada,3581.1,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,8,22251,Quesos de baja humedad (pasta dura),2979.22,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,8,22251,Quesos de mediana humedad (pasta semidura),5311.09,t,Toneladas,0.14,kg,Kilogramos
32,Argentina,2004,8,22251,Quesos de alta humedad (pasta blanda),15739.62,t,Toneladas,0.41,kg,Kilogramos
32,Argentina,2004,8,22251,Queso fundido,597.94,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,8,22222,Dulce de leche,9671.62,t,Toneladas,0.25,kg,Kilogramos
32,Argentina,2004,8,22120,Crema,3080.93,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,8,22222,Leche condensada,728.73,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,8,22241,Manteca,3568.17,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,8,22230,Yogur ,27330.72,t,Toneladas,0.72,kg,Kilogramos
32,Argentina,2004,8,22290,Postres lacteos y flanes,2785,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,9,22211,Leche en polvo entera ,19546.57,t,Toneladas,0.51,kg,Kilogramos
32,Argentina,2004,9,22212,Leche en polvo descremada,2888.41,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,9,22251,Quesos de baja humedad (pasta dura),2686.79,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,9,22251,Quesos de mediana humedad (pasta semidura),5365.35,t,Toneladas,0.14,kg,Kilogramos
32,Argentina,2004,9,22251,Quesos de alta humedad (pasta blanda),16001.67,t,Toneladas,0.42,kg,Kilogramos
32,Argentina,2004,9,22251,Queso fundido,509.31,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,9,22222,Dulce de leche,8037.64,t,Toneladas,0.21,kg,Kilogramos
32,Argentina,2004,9,22120,Crema,3386,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,9,22222,Leche condensada,684.05,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,9,22241,Manteca,3655.66,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2004,9,22230,Yogur ,32653.71,t,Toneladas,0.86,kg,Kilogramos
32,Argentina,2004,9,22290,Postres lacteos y flanes,2863,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,10,22211,Leche en polvo entera ,19431.96,t,Toneladas,0.51,kg,Kilogramos
32,Argentina,2004,10,22212,Leche en polvo descremada,2611.56,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,10,22251,Quesos de baja humedad (pasta dura),5115.94,t,Toneladas,0.13,kg,Kilogramos
32,Argentina,2004,10,22251,Quesos de mediana humedad (pasta semidura),6051.51,t,Toneladas,0.16,kg,Kilogramos
32,Argentina,2004,10,22251,Quesos de alta humedad (pasta blanda),16566.46,t,Toneladas,0.43,kg,Kilogramos
32,Argentina,2004,10,22251,Queso fundido,261.54,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,10,22222,Dulce de leche,7659.24,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2004,10,22120,Crema,3967.64,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2004,10,22222,Leche condensada,713.51,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,10,22241,Manteca,1377,t,Toneladas,0.04,kg,Kilogramos
32,Argentina,2004,10,22230,Yogur ,33214.22,t,Toneladas,0.87,kg,Kilogramos
32,Argentina,2004,10,22290,Postres lacteos y flanes,2803,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,11,22211,Leche en polvo entera ,15101.87,t,Toneladas,0.4,kg,Kilogramos
32,Argentina,2004,11,22212,Leche en polvo descremada,1377.44,t,Toneladas,0.04,kg,Kilogramos
32,Argentina,2004,11,22251,Quesos de baja humedad (pasta dura),3356.6,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,11,22251,Quesos de mediana humedad (pasta semidura),6176.49,t,Toneladas,0.16,kg,Kilogramos
32,Argentina,2004,11,22251,Quesos de alta humedad (pasta blanda),16331.77,t,Toneladas,0.43,kg,Kilogramos
32,Argentina,2004,11,22251,Queso fundido,409.95,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,11,22222,Dulce de leche,7786.88,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2004,11,22120,Crema,3527.58,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,11,22222,Leche condensada,592.92,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2004,11,22241,Manteca,2546.21,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,11,22230,Yogur ,35985.84,t,Toneladas,0.94,kg,Kilogramos
32,Argentina,2004,11,22290,Postres lacteos y flanes,2876,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2004,12,22211,Leche en polvo entera ,15618.44,t,Toneladas,0.41,kg,Kilogramos
32,Argentina,2004,12,22212,Leche en polvo descremada,2709.73,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2004,12,22251,Quesos de baja humedad (pasta dura),3278.08,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2004,12,22251,Quesos de mediana humedad (pasta semidura),7836.47,t,Toneladas,0.21,kg,Kilogramos
32,Argentina,2004,12,22251,Quesos de alta humedad (pasta blanda),16583.28,t,Toneladas,0.43,kg,Kilogramos
32,Argentina,2004,12,22251,Queso fundido,395.67,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,12,22222,Dulce de leche,7917.32,t,Toneladas,0.21,kg,Kilogramos
32,Argentina,2004,12,22120,Crema,3883.03,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2004,12,22222,Leche condensada,459.68,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2004,12,22241,Manteca,2367.67,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2004,12,22230,Yogur ,37920.46,t,Toneladas,0.99,kg,Kilogramos
32,Argentina,2004,12,22290,Postres lacteos y flanes,2688,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,1,22211,Leche en polvo entera ,2171.42,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2005,1,22212,Leche en polvo descremada,632.07,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,1,22251,Quesos de baja humedad (pasta dura),3325.15,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2005,1,22251,Quesos de mediana humedad (pasta semidura),8659.09,t,Toneladas,0.23,kg,Kilogramos
32,Argentina,2005,1,22251,Quesos de alta humedad (pasta blanda),15920.68,t,Toneladas,0.42,kg,Kilogramos
32,Argentina,2005,1,22251,Queso fundido,679.9,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,1,22222,Dulce de leche,7222.32,t,Toneladas,0.19,kg,Kilogramos
32,Argentina,2005,1,22120,Crema,2885.7,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,1,22222,Leche condensada,422.88,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2005,1,22241,Manteca,2193.64,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2005,1,22230,Yogur ,37506.65,t,Toneladas,0.98,kg,Kilogramos
32,Argentina,2005,1,22290,Postres lacteos y flanes,2713,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,2,22211,Leche en polvo entera ,8850.81,t,Toneladas,0.23,kg,Kilogramos
32,Argentina,2005,2,22212,Leche en polvo descremada,821.33,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,2,22251,Quesos de baja humedad (pasta dura),703.54,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,2,22251,Quesos de mediana humedad (pasta semidura),6628.07,t,Toneladas,0.17,kg,Kilogramos
32,Argentina,2005,2,22251,Quesos de alta humedad (pasta blanda),16512.67,t,Toneladas,0.43,kg,Kilogramos
32,Argentina,2005,2,22251,Queso fundido,685.2,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,2,22222,Dulce de leche,8648.92,t,Toneladas,0.23,kg,Kilogramos
32,Argentina,2005,2,22120,Crema,2592.91,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,2,22222,Leche condensada,538.49,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2005,2,22241,Manteca,2292.54,t,Toneladas,0.06,kg,Kilogramos
32,Argentina,2005,2,22230,Yogur ,33376.9,t,Toneladas,0.87,kg,Kilogramos
32,Argentina,2005,2,22290,Postres lacteos y flanes,2810,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,3,22211,Leche en polvo entera ,3281.15,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2005,3,22212,Leche en polvo descremada,1272.54,t,Toneladas,0.03,kg,Kilogramos
32,Argentina,2005,3,22251,Quesos de baja humedad (pasta dura),6562.74,t,Toneladas,0.17,kg,Kilogramos
32,Argentina,2005,3,22251,Quesos de mediana humedad (pasta semidura),7569.02,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2005,3,22251,Quesos de alta humedad (pasta blanda),18842.94,t,Toneladas,0.49,kg,Kilogramos
32,Argentina,2005,3,22251,Queso fundido,753.01,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,3,22222,Dulce de leche,9954.28,t,Toneladas,0.26,kg,Kilogramos
32,Argentina,2005,3,22120,Crema,3122.41,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,3,22222,Leche condensada,630.05,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,3,22241,Manteca,2559.69,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,3,22230,Yogur ,35069.43,t,Toneladas,0.92,kg,Kilogramos
32,Argentina,2005,3,22290,Postres lacteos y flanes,2946,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,4,22211,Leche en polvo entera ,5647.69,t,Toneladas,0.15,kg,Kilogramos
32,Argentina,2005,4,22212,Leche en polvo descremada,920.39,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,4,22251,Quesos de baja humedad (pasta dura),3674.18,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2005,4,22251,Quesos de mediana humedad (pasta semidura),7071.93,t,Toneladas,0.18,kg,Kilogramos
32,Argentina,2005,4,22251,Quesos de alta humedad (pasta blanda),16693.85,t,Toneladas,0.44,kg,Kilogramos
32,Argentina,2005,4,22251,Queso fundido,344.08,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2005,4,22222,Dulce de leche,9566.19,t,Toneladas,0.25,kg,Kilogramos
32,Argentina,2005,4,22120,Crema,2736.32,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,4,22222,Leche condensada,473.9,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2005,4,22241,Manteca,2863.34,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,4,22230,Yogur ,28948.84,t,Toneladas,0.75,kg,Kilogramos
32,Argentina,2005,4,22290,Postres lacteos y flanes,3022,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,5,22211,Leche en polvo entera ,2654.75,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,5,22212,Leche en polvo descremada,1175.92,t,Toneladas,0.03,kg,Kilogramos
32,Argentina,2005,5,22251,Quesos de baja humedad (pasta dura),4070.63,t,Toneladas,0.11,kg,Kilogramos
32,Argentina,2005,5,22251,Quesos de mediana humedad (pasta semidura),7364.02,t,Toneladas,0.19,kg,Kilogramos
32,Argentina,2005,5,22251,Quesos de alta humedad (pasta blanda),18582.6,t,Toneladas,0.48,kg,Kilogramos
32,Argentina,2005,5,22251,Queso fundido,689.99,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,5,22222,Dulce de leche,8233.62,t,Toneladas,0.21,kg,Kilogramos
32,Argentina,2005,5,22120,Crema,2694.28,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,5,22222,Leche condensada,528.28,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2005,5,22241,Manteca,2563.42,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,5,22230,Yogur ,28694.89,t,Toneladas,0.75,kg,Kilogramos
32,Argentina,2005,5,22290,Postres lacteos y flanes,3218,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,6,22211,Leche en polvo entera ,9532.9,t,Toneladas,0.25,kg,Kilogramos
32,Argentina,2005,6,22212,Leche en polvo descremada,1966.94,t,Toneladas,0.05,kg,Kilogramos
32,Argentina,2005,6,22251,Quesos de baja humedad (pasta dura),3976.01,t,Toneladas,0.1,kg,Kilogramos
32,Argentina,2005,6,22251,Quesos de mediana humedad (pasta semidura),8357.98,t,Toneladas,0.22,kg,Kilogramos
32,Argentina,2005,6,22251,Quesos de alta humedad (pasta blanda),17913.19,t,Toneladas,0.47,kg,Kilogramos
32,Argentina,2005,6,22251,Queso fundido,655.9,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,6,22222,Dulce de leche,10812.81,t,Toneladas,0.28,kg,Kilogramos
32,Argentina,2005,6,22120,Crema,3025.36,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,6,22222,Leche condensada,557.07,t,Toneladas,0.01,kg,Kilogramos
32,Argentina,2005,6,22241,Manteca,2521.46,t,Toneladas,0.07,kg,Kilogramos
32,Argentina,2005,6,22230,Yogur ,28208.04,t,Toneladas,0.73,kg,Kilogramos
32,Argentina,2005,6,22290,Postres lacteos y flanes,3549,t,Toneladas,0.09,kg,Kilogramos
32,Argentina,2005,7,22211,Leche en polvo entera ,5438.55,t,Toneladas,0.14,kg,Kilogramos
32,Argentina,2005,7,22212,Leche en polvo descremada,851.93,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,7,22251,Quesos de baja humedad (pasta dura),4105.88,t,Toneladas,0.11,kg,Kilogramos
32,Argentina,2005,7,22251,Quesos de mediana humedad (pasta semidura),7689.64,t,Toneladas,0.2,kg,Kilogramos
32,Argentina,2005,7,22251,Quesos de alta humedad (pasta blanda),19733.49,t,Toneladas,0.51,kg,Kilogramos
32,Argentina,2005,7,22251,Queso fundido,594.19,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,7,22222,Dulce de leche,9032.25,t,Toneladas,0.23,kg,Kilogramos
32,Argentina,2005,7,22120,Crema,3085.17,t,Toneladas,0.08,kg,Kilogramos
32,Argentina,2005,7,22222,Leche condensada,579.77,t,Toneladas,0.02,kg,Kilogramos
32,Argentina,2005,7,22241,Manteca,2879.72,t,Toneladas,0.07,kg,Kilogramos
